ID,WIKI_ID,DEATH_DATE,BIRTH_DATE,AGE
66e8cfcdf2cd97f057631eadc8aafba0,Q711946,1956-05-26,1902-05-22,54
3d0797a03c970401b55dcc040a721080,Q7817635,2023-12-26,1937-02-02,86
aafd38043db75f5d06a3eb412b58c4cd,Q4983919,2015-01-09,1934-01-01,81
ecc7a008bfbe373a5d929ea05ca32151,Q230530,,1980-01-10,43
cc26c1e0b6eda1676aebab1fdb919e68,Q41117,1994-07-08,1912-04-15,82
44220a7578e3278dceb9043e3eabdf1c,Q7613634,,1957-01-04,67
65e0e80272b8074260814882a907465c,Q39803,,1936-03-28,87
5138d77c18b99a08582f907c681e960d,Q817877,,1948-01-28,75
f48edcf40ea14f98a8166ea451a4ad32,Q296313,1988-05-11,1912-01-01,76
7454e69ea41c0e588ce75bafc04b6ba5,Q6142713,,1953-01-02,71
8a5593a9adbd14c2a88f46990f78bb70,Q1293908,,1942-03-14,81
2e681cc7e9d3e32ab94b283af6412edb,Q7626985,,1960-06-30,63
84edc6ff0185aa2061b1bd9716f9e442,Q310315,,1959-05-12,64
dd9aa09d0134ca8b1d1d0ca2dfa503aa,Q1631771,1986-02-16,1909-05-04,76
7c29efbbbb511ec3ce60d26af0da7788,Q51002,2020-11-12,1947-06-22,73
4b54f1da430033b538eadaa1e4f84a73,Q456216,2018-03-20,1926-06-05,91
9bd6b18d8c0c17433a93ac3caa5c5460,Q1400609,2003-12-13,1921-07-22,82
909cdf7b27a7e7a5af9eac2b1188fe26,Q1240340,,1941-09-17,82
0da4026b1bc86cb24f4abb25506d3b07,Q453258,,1937-10-05,86
c02d1d57438df1854cc010e299f59b8a,Q218544,,1950-05-14,73
3eb861978ce1614dc60a673890add3be,Q311655,2017-10-02,1950-10-20,66
db73ec6334337fb2e2fb8335fd960aa5,Q14027,,1980-04-21,43
9950e48d1e78a7fc704387d930adcccb,Q557482,2016-09-09,1936-12-23,79
8239b67ff483d192111e00094bb63a5a,Q309756,,1976-03-08,47
16447abe9194b16736fb9c71c08cbc11,Q5234705,2007-09-28,1960-05-27,47
f373310a0b4a15552d2a7ec527c69b94,Q12900348,,1954-06-23,69
2aee1f6c6db9dc5a40dda938449d0e26,Q967900,2023-05-23,1945-08-15,77
c841d24d0288335f205c7b443adaa431,Q313392,,1977-03-08,46
5ae5edc3f1f3776dd4d2d4be6b11756c,Q1073372,2004-09-26,1965-11-18,38
21f5b6417cbb87512f5bd2fee7ebf547,Q287528,,1972-08-09,51
ffafd8b75606bd0303c555566af3f5cb,Q3446607,1970-08-29,1928-03-03,42
f7acceaef2b4a004b8b12744979a6ed3,Q7791127,,1966-03-12,57
601fcf823ffb6cc5e6a14dc3fa0c8f03,Q514456,2015-12-10,1928-05-19,87
082c3b21ec0174b96b95c6f74eeaaf87,Q1362004,,1946-02-12,77
1b12f6d89acdac285be4b4582d3f6afc,Q7970502,,1957-02-18,66
67e5c88d5d9b43ce46a45eee505eda83,Q272518,,1956-10-30,67
e5ada1ad2060bdc80732caa8a08e533f,Q3819470,,1943-03-03,80
20ae11d111197596560266e65e6fa224,Q7422675,,1942-08-23,81
8745e9fc090d8c701e22becf80167954,Q1382927,1990-04-22,1928-03-11,62
4c4a5599a401fb01c38ff2de30f2dcbd,Q2394970,,1971-02-28,52
93b0bb9b713195dfa90cab9b358e31f1,Q71766,1998-03-25,1947-03-18,51
cb317da9e7777933595b43440aeaff52,Q223303,,1979-02-13,44
3a4b8e1f6211589bb5d64f1ced8fd5f5,Q1277029,1997-09-17,1913-07-18,84
44a2d5272a078b6fc9f33f4ba15ea0c6,Q1521384,,1970-02-09,53
1e0950c3f326d04e4027e36e47fee858,Q18117822,1967-01-15,1906-01-01,61
159b13bf1b4af47a04b67c1500f3c0e0,Q313080,,1990-07-28,33
bc4685a3bcb2399b37d1d835b733d6aa,Q242939,2023-10-15,1946-10-16,76
d1e405757310085287c63d0059a53ce1,Q318339,1987-04-02,1917-09-30,69
2fba928f038f5a2ff9c7a5fc7cd26d5a,Q744801,,1942-04-15,81
bee4b5f3c4315b8148d6e01b34d116b7,Q6383316,,1942-01-01,82
3262a8208d62f21f63fefad548c91441,Q2516950,,1957-05-28,66
d6a463c7284574cab29734f79833e15b,Q332393,,1938-05-31,85
8a112d2fcc46c6bbf559f98bc6048f74,Q1700152,2001-01-10,1930-08-12,70
c32fcbf0df731316e01a435a308d3465,Q165210,2015-11-22,1927-12-20,87
dc9411b9c4d2b1f061116b6cb0439398,Q451501,,1974-06-13,49
3dfe1b782e5f083747eb0d7c2c2e7a1d,Q706941,,1944-04-05,79
f67873a49c809ee7308939bad66a9478,Q317122,2000-05-31,1923-04-20,77
afc5d23c1b3e7aec6114fb3ad947f39d,Q255005,,1975-12-14,48
68046847c7866e92b69497a18c9abac6,Q1971109,2007-08-29,1920-03-10,87
01ef2c5323bd63db072a910101eaabb3,Q95019,1983-06-12,1902-08-10,80
5351115886952daf92a1722fa3796cb1,Q233786,,1972-11-16,51
35393d7d0fb5f3f36982b22cbd14e66b,Q354158,,1944-02-15,79
902d75d223855411a1e802a145d6bcc3,Q299217,,1967-10-29,56
710275c564b879a588c47f8eb8fbd833,Q7493459,1995-11-12,1917-01-18,78
8f836d6dce69287afa33f7215356967a,Q171567,,1980-03-07,43
dc21e1d21f3531cb4b9988c2a27c6d98,Q521721,,1947-03-25,76
662d221f538f5789b9a7d97466695b63,Q7610492,,1952-01-01,72
4b9e7f33f95adf6ff659140b5315de01,Q47878,1979-02-02,1957-05-10,21
01dbf78ff93dbdee093d378b6f23c33f,Q275876,1988-08-17,1914-08-17,74
927c55811c9ff34b8ecf41935febba4c,Q883534,1883-11-29,1820-03-18,63
b087756259be1b05059b093c11c85cd6,Q202536,,1971-06-17,52
55cbebee14041584b94884e21dbacb8d,Q5562931,,1975-09-19,48
74217580f640a91133c2d39ad89096d8,Q920200,1959-06-25,1938-11-24,20
f12c6d294a96a973aec522d5a03aae8b,Q1369516,,1984-07-11,39
7b1c0ad40d97d5352e6e2219b7e004c9,Q2225074,,1945-01-26,78
3a4d932968fc966f59cd54917f95481e,Q277099,,1964-02-12,59
63d61e2ce0b7af9b29541854c61e4e0e,Q104852169,2016-01-01,1922-01-01,94
40dd7a4d3c20385042a4d5becf5cdeb6,Q44819,2008-01-27,1921-06-08,86
9f05ee73d32bc77ddab7c84836a5678b,Q7782000,,1942-10-27,81
b873ebe665a06ce6d56686b1ad55aa40,Q1699509,1995-04-23,1901-08-03,93
1e9526c2bf0fd95b449033cd4c27861b,Q5068769,1992-05-16,1960-08-30,31
238716a5025b569f34eebf7ceca1c5a6,Q1822094,,1945-07-09,78
de8bee3b8d0980687a883b964d2ffaf1,Q5356984,2008-12-03,1909-12-08,98
6a1ba9df2fd2f88b3528679dc36c99a3,Q1919251,2001-04-19,1912-03-08,89
96d71db6f290985f0f45750350daaee4,Q1274590,,1971-07-01,52
124d9c4a797d9d0a8a7d50ea1826cb43,Q51157,,1978-07-23,45
eba1c13c81495f737578ae334a3552e4,Q4859247,,1947-03-23,76
a164b89f3c251dc4c170673c9ec5ed81,Q497770,2022-01-19,1984-11-25,37
3d7009026e417ac3299230a3920bbc5f,Q318334,,1931-02-02,92
6241e68030f5548ca6da4d93e2b895ce,Q467619,,1956-04-26,67
6fa11e50722f1496a857bd0aa38ac7bc,Q3568299,,1952-08-26,71
ffd23867f3623aa850ec0c82a7d2b335,Q6555748,2009-10-10,1931-03-02,78
334a04b01d4e9a17bdd950c21e05000a,Q3566423,2020-10-28,1931-01-25,89
7265105ec71fc2bd6ee9c0fb204b10d3,Q115665,2012-12-17,1957-08-21,55
4ce6df85e3d77b8d2386b24041d3ec8a,Q434902,,1944-01-05,80
ae033b206a6032849fd21dca4914c685,Q161671,,1952-08-21,71
0cd1d69725eaa3db0bb2190b2e7b4c7c,Q3293960,1997-02-01,1917-08-12,79
c6eef3b4d90325312096b3003c1bbf88,Q1140409,,1952-02-28,71
278fc4036840ea56ee1bd22904eed208,Q219717,,1971-08-31,52
f405fcdd8979c813991c89d6e4b38e34,Q347879,,1937-01-30,86
444383f9a48b454aa44239df1b2ac375,Q534920,,1947-01-25,76
1299e3a6414f27ab574d89c8acef3745,Q233697,,1984-09-23,39
2775e38e0a9f17b31b21906c3f0befe5,Q256412,2012-04-17,1917-12-05,94
66f939863bb22529c17db5641e3086ce,Q469094,,1960-01-07,63
872bce97232588bc8bba2e8b4e983f78,Q233962,,1948-03-05,75
377f85065557bbe0ecefd406f97b3d28,Q2832466,1987-05-21,1930-02-08,57
c2cd87939c8b5a2ba08972c8fc821d20,Q269129,2003-06-21,1924-08-03,78
e01f382fc31d92de1ff296b9a6ac657a,Q6213943,,1950-01-11,73
03d58455e8924c7033a0c8283c477c52,Q7945324,,1938-01-01,86
5bcf5f0a62cdcdbf8c4cc479218de715,Q6381659,2021-09-30,1924-11-14,96
fc448e815d04a61c86d44b4daa1a6b10,Q7793605,,1933-03-12,90
5d178716ad34367e14d9f57323e59602,Q17507,,1987-02-02,36
fff94edfb4dff008e79adf8d590e9322,Q147077,,1988-11-06,35
59f607987316a163865bddd5829c44f2,Q953735,,1968-10-30,55
ede9f0c296f8b9e284f0bf1b2bb49111,Q373274,,1942-11-28,81
a3a7ebe22626f8384e84ff0e69c32b6e,Q313300,,1941-05-20,82
277249c9251e98786c0b8a35c03917d6,Q6836763,,1959-05-27,64
90ce4f269530c63286304a4e1f6687ed,Q7970568,,1960-01-01,64
fa75dd60dcb9d99dd36a9f385e4031f9,Q443575,2007-10-14,1935-09-21,72
5e36ec15df7aa63ef4e244d0f1ed97e2,Q467027,,1941-02-20,82
da87d97ee6f2f9e572fc0bc6ed6cb42d,Q156492,1980-02-02,1911-06-25,68
265a64a5601d6e27d5dd9453407451e1,Q1380767,2007-04-26,1921-09-05,85
3f0f0567fc99e47f8bfe2c34cbcea826,Q5371445,,1953-11-25,70
87ff8bb20ecc8cf403709cae52d1ace5,Q6232572,,1942-03-03,81
b699d70f935de2478408f90065d39066,Q238036,1960-01-01,1909-05-16,50
9effff20ef90349c8949db449dcb0ec8,Q230510,,1971-06-22,52
e2c67cca276a3a47d57683bc8e6f67c7,Q313972,1987-04-19,1901-08-26,85
b0d5c6f8582c826f5f5685860d28d051,Q1691592,,1937-11-15,86
6e32d4143b60decf26a85468ee37663c,Q57597,,1945-12-12,78
8d91ac05be992e253f80a9cbc024bfe7,Q8873,1992-04-23,1921-05-02,70
cd70ff3f8fba90534324439d85bdc4da,Q241160,,1975-08-19,48
c3044cf4c65f4245499161b0dc353bfc,Q6388302,,1950-01-01,74
c282f63765a791556de736b41244ff11,Q326542,2004-10-25,1939-08-30,65
5dcc31e410c849fa19b210dac384bf65,Q3837616,,1949-06-06,74
b63fcf1a422a81123f91246d9d99e5e3,Q230652,2015-06-02,1926-07-16,88
4de314d2a40134daf58013e659f20219,Q6652968,2021-01-01,1948-01-01,73
0d2e2bd48162e71ab66fe23af9025333,Q6300837,2020-10-26,1933-06-07,87
766de098c91d5923890e930fec694df7,Q40240,,1984-08-03,39
4d45cb4979dfc231115df5df52c8e814,Q295207,2020-06-22,1939-08-29,80
68fc065a72ff8ce1473a38a97f23bc30,Q538935,1986-02-27,1929-01-17,57
ba88baa4875a0c7af6f6258346a81dfc,Q60788,,1932-07-20,91
2e850e35922988038bccb130dbf57e51,Q15999956,,1948-01-17,75
c490050777e372009ecf234c7c9927a7,Q2424459,2010-02-27,1922-04-21,87
b7ea514ed3a429e71f9828d3e0d2fd1b,Q4886306,2015-04-06,1950-07-05,64
16603ce2cb9d408ce6f26c28251e9aea,Q363402,,1962-03-20,61
e20a15f895f82f2637043d85ea17a91e,Q1166727,,1962-03-12,61
413f35f022e528ab2cf110e2cdfc3481,Q1176745,,1946-11-10,77
a16e0a752b4b830bdbb4f421a3b47d4c,Q604333,,1952-01-12,71
6f93703dd01b027b587df1942d040def,Q977228,,1951-01-24,72
4bd9d674ae6e34801fa793d828da1608,Q2093067,,1957-11-19,66
03f1174b5e0f0f5781405ea0a90d0ee0,Q7522046,1996-02-29,1908-01-22,88
a99dee6332f77d3e817cf9f87edca8bd,Q231224,2008-01-19,1937-01-31,70
95f12511ebb42db3c6b9e999c3453fd1,Q220645,2007-10-16,1981-01-25,26
745380fee334fc1a46e189f5425e020f,Q433485,,1963-12-02,60
b3722fd9ba080292da78939b8d98df61,Q102483,1986-01-10,1901-09-23,84
9638be4bc77e33153264f8541a27ca8c,Q3017278,,1951-10-31,72
25a85557dcfc116ada062693f82e4b8f,Q881381,2012-06-19,1924-07-18,87
a41ff1565a364f5be7d2291290dc0cb8,Q956164,,1954-09-21,69
c9e562697b07f6000fb489f31ab225d2,Q5728322,,1940-08-01,83
ac56faa617588cc346917cfb42103ba7,Q232242,,1989-12-28,34
3e90a0d340c74b769357e7eb414e04e6,Q200701,2002-01-12,1912-02-22,89
d88afb381bd3eead3965195da3797c16,Q382080,1989-03-27,1936-11-02,52
99e97ed9cafca1d11b5e84fe1bfa4233,Q463715,,1953-03-19,70
b7220efb76c9808f1a704d1595fd0c84,Q730270,2019-11-20,1939-05-30,80
35745c173d36a951945964303a79d667,Q7104174,,1937-03-08,86
f8f989ece3856b4e881bcb71f7d5a16e,Q6491061,,1952-08-07,71
373d6b1e2f90ef4881fb4ae00bedb77c,Q200407,,1986-03-23,37
2e1c606aea9690e7eb744a4d9864307e,Q92740,2005-02-26,1943-03-09,61
f1503eec3b9402e1eae02c8a9263ee3f,Q27733913,,1951-01-01,73
733d2ce40aece9f42ec63a3c0644f59a,Q467328,1994-07-21,1900-11-11,93
2c913b3174bf0789b9ce8995d26ac411,Q6709020,,1954-07-02,69
a58efb4bb754c48bb10ce450e9ee1f67,Q1682909,,1949-10-17,74
7eaf51defb1af5b4b95de9b3582a27eb,Q707446,,1949-08-23,74
34a58b4a43046338f34111f417f0f179,Q310471,2009-08-24,1935-11-17,73
ed37358dafdbacf57c5aec6d3f1f8b95,Q5214807,,1957-05-23,66
584bed399a13884991491a9a952af18a,Q862430,1995-10-31,1927-11-15,67
a7cb835c096e59709937f6f4b67157fb,Q3180400,,1967-07-23,56
faae6a723c1b868aeb7c174ba900ced6,Q529979,,1960-04-23,63
7e6deec71ca6c5db9e769c655832dae2,Q258761,,1967-04-17,56
be35ea1ceab412dd620cf0304d69c6e2,Q126401,,1975-07-24,48
417b84a991694bf34088fdff24233719,Q318263,1985-03-21,1908-03-20,77
878ddce925022046e101739236b09ca1,Q430967,,1937-12-16,86
3f15ae4293f0adf93275babc9daa6d1c,Q5342160,,1947-06-07,76
32d35688bd742c99f7107f40fdc5de1d,Q234750,,1950-06-03,73
35fc0826d22119ae99b5237f55035985,Q3161915,,1955-01-01,69
c22f67f1350fbb2eb0ae106dd0b7943b,Q5079377,2016-04-18,1918-10-20,97
86256020c0c2baca72d28da53e25c710,Q361630,,1962-01-23,61
0fe47e9993d35c87729ce01725ff2e53,Q888282,2006-08-01,1924-10-05,81
af0d4b8022864a6d14004df57d0e309b,Q6135277,2005-08-30,1920-02-06,85
b799db548f647d929cf7b395406d669f,Q3014697,,1964-11-23,59
4f0843e345747a87c5785ff7716ff958,Q335266,,2000-01-01,24
10ca098493c7f117441222a2e3210d00,Q620822,,1979-03-10,44
5f830c41d1d6050c9534f85186b01e98,Q228603,,1994-04-12,29
bb3fd0c624e61fda5be768552033bbb8,Q2800221,,1960-05-28,63
b6f77df31311776e022efb13a279b36e,Q452063,,1961-07-25,62
780070d142534d76e0d79866255b3826,Q441528,,1952-03-07,71
a49bb8a48982e9d1047d5bc746cf6c47,Q170530,,1965-03-25,58
22b8af4187e212867552b0286d7b0945,Q5297687,2018-01-10,1943-04-13,74
499de0e8f720f75124225f6389979c53,Q1173901,1999-02-23,1924-03-07,74
1dd95e1fa247a861d92758f8bf4486b8,Q237918,2006-09-13,1933-09-01,73
8d42f8331a038e532acd91d563e05ce1,Q233718,,1927-02-10,96
2dd4e4b46a79cc58ff972696dcd5d2b0,Q6990685,,1942-06-24,81
5a08db7ffe576b530f7727692957fa4a,Q165816,2012-07-12,1928-11-19,83
1f554fd7d0d9fbbb63f2fef88cfc7081,Q433742,,1949-10-04,74
74e7d18ca0915681e0304e75f5462551,Q1941315,1998-12-12,1922-06-15,76
3dff2feede9c3180f46cea90bf262553,Q111240505,,1946-01-01,78
fed935c5878391756fba19af9b2c4c79,Q5920069,,1968-11-29,55
dfe6e5e68e1a0e52490b16e936aa8d7f,Q181529,2001-02-09,1916-06-15,84
f0c4196eca94c9b4ea4f34934bed066e,Q234606,,1941-08-03,82
ddef04d2c8c41bcd8552903bce661857,Q213847,,1956-05-17,67
3b5a0bc2bf4c5ad47aab698151b98dca,Q2150632,,1946-09-24,77
34ecff697387f1937b50b7854b47099b,Q5200151,,1958-07-29,65
636170adc5bd7b63490b2ac72ae3750b,Q8004870,,1947-09-14,76
2541535479fa6e9e5d122ab141b2d9ec,Q705649,,1945-02-26,78
4fb7fe9dca0edb7f40e2ab0bb82a2080,Q266179,,1969-09-10,54
74cc2fce0ef5c70616043bc16467d170,Q7298172,,1957-03-05,66
55365700b7a0fc1c6da3c6a14ae13f98,Q164790,1993-03-03,1906-08-26,86
4bec5db9b2610b250ba0deeac72c22c5,Q4749464,,1976-05-09,47
7e6ffa8202c98a2a8010fb29136f1889,Q275700,,1976-06-24,47
7a769ccb57bb359ac76300beb04c2c7e,Q439729,,1952-12-01,71
3252135f6ef17f0bbe7a35f7585edd6b,Q228891,,1964-07-03,59
824d1a33703449f93c0a5433196cf226,Q4982927,2015-02-18,1946-02-24,68
71312d81086408891300ff7473a54cd3,Q175978,2022-05-13,1938-08-04,83
df2b80ec4f4b8bd0fbb99b338afcba6a,Q541839,2011-05-04,1927-09-27,83
758bd31e00acec9da8a2d5e7fa2308ad,Q3195793,,1958-08-03,65
bd32432cf557b296129610ffb07c0049,Q308459,2015-01-07,1930-01-11,84
f0aa5541955a8489279e93bd28263076,Q242805,,1955-08-27,68
8598e147effc5e504d5aff7e869e0db1,Q130088,,1926-03-25,97
7f1a430c5dc9d3cfcd3208a5ff72389f,Q5549660,,1933-08-15,90
b544b8cc5f55f1a2c256def39b763622,Q5478983,,1961-12-28,62
c093a53c118c29369e896b3ba733a4aa,Q863742,2003-04-08,1926-05-05,76
3760a9944aa303791583deb1cd95f29f,Q113328,1983-04-21,1902-05-03,80
c7545c0f3317850ef063f8cc52734faa,Q236402,,1945-12-22,78
54a42c4e32774120459f967a05ced784,Q375938,,1950-07-09,73
ef3779f7af19cae9600c600e9940670b,Q5362896,,1957-04-17,66
bb0c991c9ee05aa3d47f7df8a026f5af,Q513062,,1989-02-03,34
abaceab6841214b47b50f369f0ed9a41,Q221697,2016-03-13,1926-07-31,89
490a48b1c973c4a170461c0ed6b07712,Q441836,,1964-05-09,59
be2abd37777578d27cfb57ed823cbc43,Q726165,,1968-05-10,55
3c429e858de3afbb288763e452c916bd,Q219733,1991-12-06,1913-08-30,78
5f9ad1b63ff86091183f9bd62e483210,Q2536316,1971-08-27,1912-12-09,58
bf3110b3d714c262f7dfd7a29bb031e8,Q311987,,1956-03-11,67
35c13c8d6059747edb0c2b7dc5544825,Q433154,,1966-11-15,57
afc452fe23d07e088f870989f192247e,Q6262540,2004-03-14,1916-03-08,88
0ba4c66f3e68e59ae78904f27a927adc,Q342586,,1955-03-02,68
701bc138333f15a7b2a8f3f7a0e0f5c7,Q572248,2008-03-10,1955-07-29,52
7cdae93895f50041c3b3064913c14c32,Q455689,,1933-05-20,90
22de29df4ebd9d0a1526dc68c75b9707,Q345038,,1988-04-07,35
8f68bb641477a65ab13fc3878c69db0f,Q15263423,2016-12-29,1934-06-28,82
508a93e7823e3faac0286e57baa00d4d,Q313668,2020-01-07,1952-09-12,67
af6734050fd6a4f920154492caf74552,Q1854719,,1953-09-11,70
a271121c59bbaa0ddaf120bf49813617,Q1204653,2011-02-27,1926-09-19,84
18f73080734c462778d207729491ac6f,Q231536,,1992-06-10,31
f53f22df4c63ee7e3560ce395ba5bf0e,Q1343857,,1970-10-14,53
bb6b5da9a54e5298baee19f7f4da7e32,Q182450,1999-09-22,1927-10-18,71
affb6269c1c85e62428511014b422000,Q3114168,,1938-08-02,85
6d5fddf6a3649a9d0d1e0e4b0f5f451a,Q37571,1956-08-11,1912-01-28,44
e84fe4139c5abfa4d9e19dfc13374b1c,Q1587581,2004-01-27,1918-05-01,85
e97e3da0bb8bb368babe7284af3ac99d,Q8010558,,1962-04-26,61
494be22a81bb0ba06f17240c220b7836,Q234344,,1971-06-30,52
5ec7f8fe234d6ebb19989ac9e40e93ff,Q194161,1947-07-19,1915-02-13,32
855a59a14154f33068b94687c16b59a4,Q734689,1987-03-16,1907-04-25,79
60dbeef0e22a254eb42c2b4f8460a4da,Q740649,1993-11-09,1920-12-10,72
05baf2048b9dbd8e3349e973f28be419,Q1745380,1996-12-06,1926-03-01,70
353fc99e379d9dc5e500a92f4bca1f80,Q116145,1996-07-25,1908-07-14,88
9a72c552aeceb3c700b3ef1981bc6a3a,Q1358541,1990-07-21,1920-03-11,70
617bd707a0e547a41700035b956dbbdc,Q418622,,1956-05-03,67
55e38b920e1ce2e6ec9529435b41b2f7,Q38484,,1939-08-09,84
8ac2e4143b7f408c999db26ffbd38e47,Q572608,,1972-08-27,51
fbac1ff6b522374c50c4ecc606f58926,Q126599,,1990-04-09,33
73087ffa4518f798f62982c959ed25d1,Q239854,,1933-08-19,90
43a1ab4e057cd8a1b9a354d2218ae719,Q254713,2006-09-26,1916-07-04,90
2dae0d618042c3b9b40b369d81c807a4,Q922830,2021-04-22,1963-08-25,57
0d65ef00d034f4b73b43ed29e0b786d8,Q1857407,,1952-08-24,71
ce9fffe9e785cc545692417ad0881e86,Q11286493,,1931-10-08,92
14f82471b3474e36214c64b77066a03e,Q437718,,1949-05-04,74
2f04ce4856db5367f32a3f1b90e49dd5,Q302265,,1974-06-01,49
3416f929239b8d8addb83055d22d88ee,Q1384404,,1949-06-15,74
5607a5d216b12e7f03b988b225d76b95,Q1311249,2010-10-01,1915-06-07,95
fa11f5aa04257ba49b8264afb2881ed5,Q7408131,,1966-11-28,57
15655644a8fbb10dded4661db4d44c0e,Q1364747,,1961-12-16,62
6e96a19d71837129e75822e47293396a,Q3361195,,1947-01-26,76
bdeec81b6bf81b6392f357634527f974,Q7148734,,1956-01-01,68
a75fdbb5f2ae28ff7993945ea0a842e9,Q3531876,2017-01-10,1954-12-26,62
73dc5fc96258556409ae6552ac5e071d,Q334102,2014-12-04,1929-04-29,85
ac6f3aa8564d16fcf51a438bf2b04b4f,Q4776762,,1947-01-01,77
ee2b1f4dd3f4db90bc4cd2c5123b43c6,Q1361909,1994-05-26,1940-08-27,53
851f12fa24574d5f6ad689acc8d6a3bd,Q78469,1982-05-29,1938-09-23,43
d9e86f386ca113790a76c7bcf03722ce,Q1052982,,1958-11-08,65
b27670fccd1f07949d911937b085a09d,Q1322803,1990-01-02,1911-11-03,78
34a235ff2e35f5eab97e6d2c55bd3996,Q3491704,,1944-01-18,79
8e0b9a041569f0cdbbe83f7ae63a9c2d,Q12069071,,1968-01-01,56
8353627c583d85ca01b986013c44583c,Q927542,2003-12-19,1913-04-16,90
b3d98c63a421c7c94a473b8b7e651e68,Q7934359,,1957-02-23,66
930f5c6d90f3d4ad0c5cee2ed71a14be,Q6212700,,1965-09-28,58
dcba390ac77277bd0517530f4b881101,Q3372261,,1939-05-01,84
b6febd353f93ee1036869d68a1ebdccd,Q298197,,1985-06-04,38
b9dbf4669e69a6e7b1276003273fa800,Q6789161,,1970-08-27,53
19ef016c222f7936387e8ace448a4d07,Q561765,2019-12-08,1933-12-26,85
f484cfc7449f857fb7391742c4a51ef4,Q5278553,,1964-12-14,59
76f26886bd3fa9cead66a8f9a65104eb,Q7177267,,1940-01-12,83
22a77b9cf1368b2403760d06210180b3,Q317248,2011-01-18,1915-11-09,95
ea6d153f5d0ebf5589587b21fed803ad,Q1174291,,1960-07-05,63
903749b5087595b25f96278fa6086a1c,Q725836,2007-05-29,1923-01-16,84
7cbb9436e742fc5b848d2580390af455,Q12983,,1947-10-31,76
c5bd6a715cbfa2392087421d5c342b02,Q6182103,,1941-03-30,82
d826e6c3264ddcea18b6a9da866f8788,Q463124,,1951-01-23,72
d415895b5adba1304902d1c8852632f7,Q6795996,2013-06-06,1918-06-28,94
8514c35e1c17aa3c21f5ed1d82531dc7,Q316583,,1962-01-08,61
087cd4c348a9e950c42746c0a7e01a15,Q74032,2012-03-28,1924-01-06,88
6dfbbe4830beefc91f2e219c66173e56,Q1740243,2021-10-22,1955-09-12,66
f9aad2649c80ec5ce7d8e3fdb9727aa4,Q708136,2003-04-02,1942-01-21,61
86d0ab6b4d9c1c9eb504092cf7fda913,Q4865671,,1949-01-01,75
7763f67429d5a9852c1fcecc0329400d,Q163415,1989-08-12,1910-02-13,79
9263e854dd0ffbafa67a08aa396cd956,Q1133717,,1980-11-23,43
bc95ebdef3492018ed1066a22a97b319,Q309989,1958-11-15,1914-05-05,44
abbee86f61be4126f17f16cbba716f4d,Q317161,2023-03-02,1933-08-25,89
82e2aaf64be2f1f884d47670d6bff362,Q6812865,,1968-01-20,55
26554ac66a584c4d9adceecf363a656a,Q472320,,1970-01-20,53
601da489faa92c010640e0d5e09cd5cd,Q5525191,,1944-11-03,79
f472ae4a8ace2d5624c7f3058bc0b144,Q106743,1994-03-09,1917-09-20,76
872d38c77fa43ea889b8232e4fa41b5e,Q322056,2023-03-17,1962-12-31,60
1dc9020e1cb2de6d62ae5ce132160cec,Q2745557,1988-08-25,1901-01-27,87
61b5fb67634096eed2c842d1b6998f3c,Q60031,1998-12-07,1925-12-01,73
b431ddfa76b9cee1575dd992a3bd5d3f,Q722793,1999-09-17,1928-02-03,71
1856595d6f578bcd4d997259fac329be,Q295717,,1927-01-01,97
df88eb9e750eedf79e9abe14612ceced,Q5596480,,1933-11-12,90
ee794983ce683ab892518d929fc2c8bc,Q41921,2005-10-24,1913-02-04,92
cc7e60dcea69eb5a73138b6b041a80fd,Q319133,2023-03-08,1935-09-09,87
bd3b83778dc8b6155cee1595304bb043,Q1395538,,1942-11-03,81
303f3184853778eda96c6a42c03b58fc,Q41163,,1940-04-25,83
b39c969e2c7475f9908192add76cf399,Q638179,,1957-06-18,66
60073ff53afe2fdc1b3fe7617930f5c9,Q362853,1994-11-29,1912-08-11,82
e3f21b94083ca32133ffb9dd83d64799,Q5332903,,1941-08-20,82
ca457e4f5825274ed28aeadfeec1c080,Q556300,,1950-10-14,73
9668464ccaf7e81cfe81ca3770bf334b,Q231739,,1976-06-23,47
bbdae0dda443e59b073ae5ffea08ce57,Q327136,,1981-09-01,42
b3eee7a9327c7701ced25980d5921f45,Q184785,2021-12-11,1941-10-04,80
ff0b50ca129f0bee877b11b5b66ee655,Q468374,,1956-05-13,67
f44bb84aca6d538e5357e6dc9da891be,Q234989,,1952-02-19,71
4e005e4c00af02a7aadbe28b6e7e6f32,Q979307,2010-03-05,1923-06-20,86
9931ebe04121ac8ee76df56489d8a5b1,Q41042,2008-12-24,1930-10-10,78
41b8dd637d5e728489f64738e80735e0,Q237331,,1981-04-01,42
b0de34d83406de4f45b499453a2d2fa1,Q1350771,2008-02-09,1920-07-21,87
2c8dfb4bc173e4d0d7669e0594f5d31e,Q265791,,1952-07-15,71
f1fbf9628c826aa7a75881331f575efc,Q6833819,,1946-01-01,78
d2ea09e69ea99d5748db08d538e01464,Q6939502,,1936-02-13,87
d49451f07a17b9cc6bc755cab097c80e,Q1273684,,1951-11-29,72
41c8ed9b9c77fb5d9805a593e8e0f894,Q5108058,,1961-01-01,63
6a6ccbefb913eef16da4d1a51cb399ec,Q193653,2006-11-10,1919-02-18,87
